Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;20;Abitazioni civili;OTTIMO; ;5700;7700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;20;Abitazioni civili;NORMALE;P;3600;5700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;21;Abitazioni di tipo economico;OTTIMO; ;3100;3700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;21;Abitazioni di tipo economico;NORMALE;P;2600;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;13;Box;NORMALE;P;2100;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;1;Ville e Villini;NORMALE;P;3000;4800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;1;Ville e Villini;OTTIMO; ;4900;6700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;9;Magazzini;NORMALE;P;800;1100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;5;Negozi;OTTIMO; ;3200;5000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;5;Negozi;NORMALE;P;2400;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;6;Uffici;OTTIMO;P;2300;3800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;18;Uffici strutturati;OTTIMO;P;2400;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;8;Capannoni industriali;NORMALE;P;650;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;10;Laboratori;NORMALE;P;700;1600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;20;Abitazioni civili;OTTIMO; ;4100;4900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;20;Abitazioni civili;NORMALE;P;2900;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;21;Abitazioni di tipo economico;OTTIMO; ;2950;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;21;Abitazioni di tipo economico;NORMALE;P;2400;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;13;Box;NORMALE;P;1550;2500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;9;Magazzini;NORMALE;P;400;900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;5;Negozi;NORMALE;P;1400;2500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;6;Uffici;OTTIMO;P;2300;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;18;Uffici strutturati;OTTIMO;P;2350;2950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;8;Capannoni industriali;NORMALE;P;600;900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;10;Laboratori;NORMALE;P;700;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;20;Abitazioni civili;OTTIMO; ;4400;6400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;20;Abitazioni civili;NORMALE;P;3000;4300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;NORMALE;P;2600;3600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;OTTIMO; ;3700;4100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;13;Box;NORMALE;P;1600;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;9;Magazzini;NORMALE;P;550;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;5;Negozi;NORMALE;P;2100;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;6;Uffici;OTTIMO;P;2000;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;18;Uffici strutturati;OTTIMO;P;2400;3900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;8;Capannoni industriali;NORMALE;P;650;1050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;10;Laboratori;NORMALE;P;800;1300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;OTTIMO; ;4100;5600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;NORMALE;P;2800;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;OTTIMO; ;2800;3200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;NORMALE;P;2150;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;13;Box;NORMALE;P;1500;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;9;Magazzini;NORMALE;P;450;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;5;Negozi;NORMALE;P;1850;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;6;Uffici;OTTIMO;P;1950;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;18;Uffici strutturati;OTTIMO;P;2300;3200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;8;Capannoni industriali;NORMALE;P;650;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;10;Laboratori;NORMALE;P;800;1250;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;OTTIMO; ;4200;5600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;NORMALE;P;2900;4100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;NORMALE;P;3000;3200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;OTTIMO; ;3300;3700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;13;Box;NORMALE;P;1400;2300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;9;Magazzini;NORMALE;P;600;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;5;Negozi;OTTIMO; ;2200;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;5;Negozi;NORMALE;P;1500;2100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;6;Uffici;OTTIMO;P;2000;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;18;Uffici strutturati;OTTIMO;P;2500;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;8;Capannoni industriali;NORMALE;P;650;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;10;Laboratori;NORMALE;P;800;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;OTTIMO; ;3900;5000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;NORMALE;P;2500;3800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;OTTIMO; ;3000;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;NORMALE;P;2350;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;13;Box;NORMALE;P;1300;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;9;Magazzini;NORMALE;P;600;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;5;Negozi;NORMALE;P;1500;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;5;Negozi;OTTIMO; ;2300;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;6;Uffici;OTTIMO;P;2000;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;18;Uffici strutturati;OTTIMO;P;2600;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;8;Capannoni industriali;NORMALE;P;650;900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;10;Laboratori;NORMALE;P;700;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;NORMALE;P;3400;4300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;OTTIMO; ;4400;6300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;NORMALE;P;2400;3200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;OTTIMO; ;3300;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;13;Box;NORMALE;P;1800;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;9;Magazzini;NORMALE;P;550;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;5;Negozi;OTTIMO; ;2400;3600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;5;Negozi;NORMALE;P;1600;2350;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;6;Uffici;OTTIMO;P;1700;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;18;Uffici strutturati;OTTIMO;P;2000;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;8;Capannoni industriali;NORMALE;P;600;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;10;Laboratori;NORMALE;P;850;1350;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;20;Abitazioni civili;OTTIMO; ;3500;4600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;20;Abitazioni civili;NORMALE;P;2700;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;21;Abitazioni di tipo economico;OTTIMO; ;2950;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;21;Abitazioni di tipo economico;NORMALE;P;2100;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;13;Box;NORMALE;P;1500;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;9;Magazzini;NORMALE;P;400;700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;5;Negozi;NORMALE;P;1600;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;5;Negozi;OTTIMO; ;2250;2850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;6;Uffici;OTTIMO;P;1500;2000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;18;Uffici strutturati;OTTIMO;P;2000;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;8;Capannoni industriali;NORMALE;P;600;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;10;Laboratori;NORMALE;P;550;900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;20;Abitazioni civili;OTTIMO; ;4300;5200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;20;Abitazioni civili;NORMALE;P;3200;4200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;21;Abitazioni di tipo economico;OTTIMO; ;3100;3700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;21;Abitazioni di tipo economico;NORMALE;P;2700;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;13;Box;NORMALE;P;1600;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;1;Ville e Villini;NORMALE;P;3000;3900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;1;Ville e Villini;OTTIMO; ;4000;4900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;9;Magazzini;NORMALE;P;450;600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;5;Negozi;NORMALE;P;1050;1450;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;6;Uffici;OTTIMO;P;1550;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;18;Uffici strutturati;OTTIMO;P;2200;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;8;Capannoni industriali;NORMALE;P;550;800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D28;MI00000335;10;Laboratori;NORMALE;P;600;900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;20;Abitazioni civili;OTTIMO; ;4500;5500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;20;Abitazioni civili;NORMALE;P;2900;4300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;21;Abitazioni di tipo economico;NORMALE;P;1900;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;21;Abitazioni di tipo economico;OTTIMO; ;2850;3600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;13;Box;NORMALE;P;1250;1900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;9;Magazzini;NORMALE;P;600;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;5;Negozi;NORMALE;P;1600;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;6;Uffici;OTTIMO;P;1600;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;18;Uffici strutturati;OTTIMO;P;2200;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;8;Capannoni industriali;NORMALE;P;650;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;10;Laboratori;NORMALE;P;700;1450;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;20;Abitazioni civili;OTTIMO; ;3400;4800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;20;Abitazioni civili;NORMALE;P;2500;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;21;Abitazioni di tipo economico;NORMALE;P;1600;2500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;21;Abitazioni di tipo economico;OTTIMO; ;2600;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;13;Box;NORMALE;P;1100;1900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;1;Ville e Villini;NORMALE;P;1850;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;1;Ville e Villini;OTTIMO; ;2800;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;9;Magazzini;NORMALE;P;500;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;5;Negozi;NORMALE;P;1400;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;6;Uffici;OTTIMO;P;1600;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;18;Uffici strutturati;OTTIMO;P;1850;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;8;Capannoni industriali;NORMALE;P;700;1050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;10;Laboratori;NORMALE;P;700;1250;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;OTTIMO; ;4000;4800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;NORMALE;P;2900;3900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;OTTIMO; ;2750;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;NORMALE;P;2200;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;13;Box;NORMALE;P;1250;1800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;9;Magazzini;NORMALE;P;450;700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;5;Negozi;NORMALE;P;1350;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;6;Uffici;OTTIMO;P;1600;2100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;18;Uffici strutturati;OTTIMO;P;2000;2650;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;8;Capannoni industriali;NORMALE;P;650;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;10;Laboratori;NORMALE;P;700;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;OTTIMO; ;4200;5000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;NORMALE;P;3000;4100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;OTTIMO; ;3200;4300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;NORMALE;P;2800;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;13;Box;NORMALE;P;1100;1600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;9;Magazzini;NORMALE;P;550;800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;5;Negozi;NORMALE;P;1150;1800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;6;Uffici;OTTIMO;P;1600;2100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;18;Uffici strutturati;OTTIMO;P;2200;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;8;Capannoni industriali;NORMALE;P;500;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;10;Laboratori;NORMALE;P;650;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;OTTIMO; ;4100;5400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;NORMALE;P;2650;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;NORMALE;P;2100;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;OTTIMO; ;2800;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;13;Box;NORMALE;P;1300;2300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;9;Magazzini;NORMALE;P;650;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;5;Negozi;NORMALE;P;1500;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;6;Uffici;OTTIMO;P;1750;2650;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;18;Uffici strutturati;OTTIMO;P;2250;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;8;Capannoni industriali;NORMALE;P;600;1050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;10;Laboratori;NORMALE;P;750;1400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;OTTIMO; ;4700;6800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;NORMALE;P;3300;4600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;NORMALE;P;2300;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;OTTIMO; ;3400;4300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;13;Box;NORMALE;P;1800;2750;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;9;Magazzini;NORMALE;P;500;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;5;Negozi;NORMALE;P;1850;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;6;Uffici;OTTIMO;P;1800;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;18;Uffici strutturati;OTTIMO;P;2100;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;8;Capannoni industriali;NORMALE;P;750;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;10;Laboratori;NORMALE;P;800;1350;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;OTTIMO; ;3700;4700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;NORMALE;P;2700;3600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;OTTIMO; ;2650;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;NORMALE;P;1800;2600;L
