Data risposta;ID impegno;Tipo utenza;Quale dichiarazione Tari hai presentato?;Nel complesso quanto è stato facile utilizzare questo servizio;Potresti specificare in quale punto hai riscontrato maggiori di;Nel complesso quanto sei soddisfatto del servizio online per la;Parleresti bene di questo servizio ad altre persone?
2024-09-12;25B7A1A6-4971-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-07-03;25B89F0E-6039-EF11-8409-6045BD8786B1;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-06-22;25C0E35A-5C30-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-02-10;25DABDC4-19C8-EE11-9079-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-27;260C6BA1-45EC-EE11-A203-6045BD940C6B;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-01-13;262E3997-05B2-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;3;;4;10
2024-11-19;262EE327-52A6-EF11-B8E8-6045BD9FAD84;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-22;26399DA5-2DE8-EE11-904C-000D3A43F96F;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-07-14;2659AFA4-F041-EF11-A317-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-05;2680248F-FBDA-EE11-904C-0022488261A6;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-25;2688ACFA-811A-EF11-840A-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-17;268AA329-8FBC-EF11-B8E8-7C1E5260C62B;Utenze domestiche;Dichiarazione di occupazione;4;;1;0
2024-10-15;269B06FD-2F8B-EF11-AC20-6045BD905265;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-30;269BB712-934E-EF11-BFE2-000D3A2CCC5A;Utenze domestiche;Dichiarazione di cessazione;2;complessità della procedura;2;2
2024-04-24;26AB8B26-E701-EF11-9F8A-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-28;26AF3B70-CD4C-EF11-BFE2-6045BD9772CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-13;26BABEC5-0211-EF11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-28;26BDD9CE-E27D-EF11-AC21-000D3A2EEDEE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-27;26D3A311-4F1C-EF11-840A-000D3AA8114F;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-06-02;26E89350-E020-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;3;;3;10
2024-06-28;27054161-1D35-EF11-8409-000D3A20D847;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-12-07;2705F099-95B4-EF11-B8E8-000D3A273DD3;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-05-09;27103ED5-0F0E-EF11-9F89-6045BD8C0648;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-18;27170496-6315-EF11-9F89-000D3A2795B1;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-09-30;271B0225-0B7F-EF11-AC21-000D3A2EEDEE;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-10;272C65F8-6627-EF11-840A-002248846292;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-12;2731E905-31A1-EF11-8A69-6045BD8B7782;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-15;27334DD8-BEE2-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-26;27537011-BCEB-EE11-A204-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-01-25;2766B17D-9FBB-EE11-A569-000D3A243232;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-01-12;278BD07C-2EB1-EE11-A569-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-11-05;278FBCF3-A69B-EF11-8A69-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-09;2793D2CE-EF6E-EF11-A670-6045BDF54556;Utenze domestiche;Dichiarazione di cessazione;3;;2;3
2024-12-01;27A6A8B6-0DB0-EF11-B8E8-6045BD94882C;Utenze non domestiche;Dichiarazione di occupazione;3;;3;9
2024-01-17;27A8F4F5-5BB5-EE11-A569-6045BD8C56C2;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-18;27D5CE80-FBE4-EE11-904D-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;4;;3;10
2024-05-14;27DA2C54-2312-EF11-9F89-000D3A4C0D63;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-07;27F81975-76B4-EF11-B8E8-0022488C255C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-02;28013070-0721-EF11-840A-000D3AAAF3BE;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-04-01;2801BF41-0AF0-EE11-904C-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;2;complessità della procedura;3;6
2024-09-05;280F8493-516B-EF11-BFE2-000D3A39034A;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-11-19;28157E4A-8DA6-EF11-B8E8-6045BDF6065D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-10;281B9316-1727-EF11-840A-002248846292;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-28;281E6E0F-F81C-EF11-840A-000D3A262F06;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-04-30;282ADDDB-DA06-EF11-9F8A-6045BDF57BBC;Utenze domestiche;Dichiarazione di occupazione;3;;3;4
2024-04-04;282CA5FE-95F2-EE11-904B-0022487F1C76;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-02-11;28371183-C6C8-EE11-9079-6045BD8C54CB;Utenze domestiche;Dichiarazione di cessazione;4;;2;2
2024-06-05;283BD69A-6F23-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-11-14;28532E3E-7FA2-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-13;289543B4-6CE1-EE11-904C-6045BD9F83BF;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-04-18;28C86BD5-8EFD-EE11-A1FE-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-09-09;28CD917D-846E-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-12;28D852A7-AB28-EF11-840A-000D3A25FA21;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;3
2024-04-02;28E53893-C4F0-EE11-904C-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;1;Altro;1;1
2024-03-16;28FA6BFA-EBE3-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-23;29192FB8-0ABA-EE11-A569-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-12-09;292DC506-0FB6-EF11-B8E9-000D3AA8901E;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-11-04;29592E4C-ED9A-EF11-8A69-7C1E5250F344;Utenze domestiche;Dichiarazione di occupazione;2;Altro;3;5
2024-06-07;2966FA50-CE24-EF11-840A-6045BD95123E;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-10-07;296E6BC9-9684-EF11-AC21-6045BDF3CACF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-12;2982B129-9AF8-EE11-A1FD-000D3A2E471B;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-11-14;29B8119D-AAA2-EF11-8A69-000D3A24BD09;Utenze domestiche;Dichiarazione di cessazione;3;;4;10
2024-01-28;29C79808-11BE-EE11-9079-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-09;29FA4DD2-D06E-EF11-A670-6045BD9593A8;Utenze domestiche;Dichiarazione di cessazione;3;;3;9
2024-03-13;29FFA09D-7DE1-EE11-904C-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-07;2A1CD199-253C-EF11-8409-002248896B6D;Utenze domestiche;Dichiarazione di cessazione;3;;4;8
2024-02-17;2A2324A4-7ECD-EE11-9079-6045BD8C58F9;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;9
2024-12-09;2A27CCD3-20B6-EF11-B8E8-6045BD9A0DAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-23;2A283076-A031-EF11-8409-002248808AEC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-23;2A2EC437-D348-EF11-BFE2-6045BD901AB1;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-30;2A2F5614-367F-EF11-AC21-000D3A299519;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-05-20;2A65F342-B916-EF11-9F89-000D3A2795B1;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-22;2A6DF00E-ADD1-EE11-9079-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;3;;3;9
2024-03-16;2AC88750-AAE3-EE11-904D-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-07;2ACA6DA4-D724-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-18;2AD236F2-3AE5-EE11-904D-6045BD878FE8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-21;2AFF3161-E5D0-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;4;;4;7
2024-01-02;2B080F6F-6EA9-EE11-BE37-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;2;Altro;2;3
2024-06-04;2B24747B-6322-EF11-840A-6045BDF2E092;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-11-23;2B32042D-A4A9-EF11-B8E8-000D3A22DAE6;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-05-14;2B3270A8-2812-EF11-9F89-000D3A4C0D63;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-11-12;2B366023-FBA0-EF11-8A6A-6045BD9DA82C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-15;2B37AED5-EDE2-EE11-904D-6045BDF57BBC;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-01-29;2B57B7F9-7EBE-EE11-907A-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-08-07;2B5995AB-9B54-EF11-BFE3-000D3AAC8041;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-07-20;2B638A13-C146-EF11-BFE2-000D3AAFE5B5;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-08-07;2B8A4120-E254-EF11-BFE3-000D3ABB5D16;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-02;2B91035A-D680-EF11-AC21-6045BD8AA256;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-26;2B9B1C8F-BB03-EF11-9F89-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-07;2BD1D09E-A084-EF11-AC21-6045BDF3CACF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-20;2BD71133-12A7-EF11-B8E8-6045BD94882C;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-09-27;2BD9937A-AE7C-EF11-A670-6045BD97BF75;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-12-03;2BDDD530-54B1-EF11-B8E8-6045BD9A0DAC;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;3;;4;10
2024-11-05;2BE920F9-689B-EF11-8A69-6045BD94E76B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-22;2BEB8A51-76C0-EF11-B8E8-000D3AB81EEB;Utenze domestiche;Dichiarazione di occupazione;3;;3;10
2024-03-18;2BF07501-49E5-EE11-904C-6045BD9250CC;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;2
2024-01-25;2BF16EC6-A2BB-EE11-A569-6045BD8C59FF;Utenze domestiche;Dichiarazione di cessazione;1;complessità della procedura;1;0
2024-06-28;2BFBBFBA-4435-EF11-8409-7C1E5212B3D5;Utenze domestiche;Dichiarazione di cessazione;3;;3;9
2024-07-27;2C1246C9-024C-EF11-BFE2-6045BD9C303E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-18;2C3AB0D6-F9E4-EE11-904C-000D3A49BEEF;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-08-02;2C4ABCF5-0951-EF11-BFE3-6045BD9772CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-28;2C51A3B4-FC1C-EF11-840A-6045BD94B970;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-25;2C53064E-1A03-EF11-9F89-000D3ABBF4A7;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-01-04;2C5BB01D-E1AA-EE11-BE37-6045BD8C54E2;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-10;2C618CB5-9FAF-EE11-A569-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-10-29;2C740C21-E495-EF11-8A69-6045BD99F15D;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-24;2C7A8C33-8A49-EF11-BFE2-000D3A3A3B41;Utenze domestiche;Dichiarazione di cessazione;4;;4;7
2024-11-11;2C8AC0ED-2CA0-EF11-8A69-7C1E522909BF;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-07-09;2CA978DB-283E-EF11-8409-0022487F8F32;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-30;2CABB64A-85BF-EE11-9079-6045BD8C5293;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;0
2024-05-03;2CB10592-4509-EF11-9F89-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-23;2CC6E794-7591-EF11-8A69-000D3A2D9B22;Utenze domestiche;Dichiarazione di occupazione;4;;4;6
2024-07-03;2CED6EAB-3B39-EF11-8409-0022487EE305;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-20;2CEE70AA-31B7-EE11-A569-6045BD8C54E2;Utenze non domestiche;Dichiarazione di occupazione;4;;3;9
2024-11-21;2CFA2E5A-31A8-EF11-B8E8-6045BD98A870;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-08-27;2D048CF2-5E64-EF11-BFE2-002248819F82;Utenze domestiche;Dichiarazione di occupazione;2;Altro;1;0
2024-06-11;2D1D2124-EF27-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-05-13;2D23CE9D-F510-EF11-9F89-000D3ABEC301;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-30;2D3892AF-437F-EF11-AC20-6045BDF58BA2;Utenze domestiche;Dichiarazione di occupazione;1;ricerca delle informazioni sul servizio;1;0
2024-01-26;2D4FCE45-81BC-EE11-9079-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-12;2D5287C2-A1F8-EE11-A1FD-6045BD8C0648;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-23;2D8064AF-2BBA-EE11-A569-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-05;2D9F82DE-D6AB-EE11-BE37-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-06-15;2DD236DD-072B-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;3;8
2024-08-23;2DD3CEFB-2661-EF11-BFE3-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-02;2DD59AD6-BA80-EF11-AC21-6045BDF3983D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-20;2DE8B432-11FF-EE11-9F89-6045BD940C6B;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-05-29;2E26575D-B91D-EF11-840A-000D3A26E0E6;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-05-14;2E4D775D-E011-EF11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-15;2E56CE2A-D112-EF11-9F89-000D3A49BEEF;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-13;2E617BA7-4C41-EF11-8409-6045BD990BCF;Utenze non domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-10;2E619B78-923E-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-07-02;2E84BE08-7838-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;1;ricerca delle informazioni sul servizio;4;9
2024-09-26;2EB54E8B-177C-EF11-AC20-6045BDF5958A;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-17;2ED922E2-F1FC-EE11-A1FE-000D3A272643;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-10-21;2EDA600A-928F-EF11-8A6A-00224883261B;Utenze domestiche;Dichiarazione di cessazione;4;;3;8
2024-06-23;2F049242-4D31-EF11-8409-7C1E522652BC;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-02-15;2F0C6FFE-4FCC-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-09-17;2F1DE322-1075-EF11-A670-6045BDF54556;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-29;2F341409-1FD7-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-09;2F363A64-1CAF-EE11-A569-000D3A2BFCCB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-09;2F41F36D-5DB6-EF11-B8E9-002248859B86;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-21;2F6FD1DB-BA2F-EF11-840A-0022487EE305;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-04;2F73A830-33AB-EE11-BE37-6045BD8C5FDB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-22;2F76C9AC-1548-EF11-BFE2-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-01-04;2F8EA148-F5AA-EE11-BE37-6045BD8C5293;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-02-24;2F93C4BD-D7D2-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-13;2F9E107D-6211-EF11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-22;2FC669A1-ADD1-EE11-9079-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-13;3017FD32-D0A1-EF11-8A69-6045BD8B7782;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-28;30261B80-977D-EF11-AC21-6045BD97BF75;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-27;3026EEED-5464-EF11-BFE2-002248819F82;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-04-09;3050F97C-B1F6-EE11-A1FD-000D3A49BEEF;Utenze domestiche;Dichiarazione di cessazione;3;;3;6
2024-04-16;3087864E-0FFC-EE11-A1FE-6045BD940C6B;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-06-24;3089B1DA-1032-EF11-8409-7C1E5212B3D5;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-03-16;308E6A6F-7DE3-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;3;;4;8
2024-03-20;308FF0AE-9AE6-EE11-904C-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-04-06;3094E626-2EF4-EE11-A1FD-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-09-01;309C06BC-6468-EF11-BFE2-00224882BF71;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-28;30D8CF43-C7AD-EF11-B8E8-6045BD9C7D9B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-18;30EC092A-42BD-EF11-B8E9-000D3A693702;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-17;30ED2601-A65C-EF11-BFE3-6045BDF2E761;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-11;30F8BC99-6DB0-EE11-A569-6045BD8C54CF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-27;30FB3478-7DD5-EE11-904D-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-07-22;3115A8EA-3948-EF11-BFE2-6045BD9772CB;Utenze domestiche;Dichiarazione di cessazione;4;;3;8
2024-02-05;312ED8A8-48C4-EE11-9079-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-30;313AD7C7-2D7F-EF11-AC21-6045BD99E2A8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-05;3147F916-5C9B-EF11-8A69-6045BD9F4228;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-07-27;31520808-ED4B-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-02;31559B8D-ABD8-EE11-904C-6045BD8C5E16;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-11-22;315972C4-B2A8-EF11-B8E8-000D3ABF66A3;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-19;3161FD93-1BCF-EE11-9079-6045BD8C54CF;Utenze domestiche;Dichiarazione di cessazione;4;;3;8
2024-04-02;3169DE24-D5F0-EE11-904B-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-31;316FEF6C-99EF-EE11-904B-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;4;;3;8
2024-01-09;31716E0C-FDAE-EE11-A569-6045BD8C507A;Utenze non domestiche;Dichiarazione di cessazione;2;Altro;2;5
2024-03-27;3171EB2D-19EC-EE11-A203-6045BD93C683;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-04-20;31870E5C-F8FE-EE11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-23;318E444D-A8A9-EF11-B8E8-6045BD89A247;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-24;31C67467-E6C1-EF11-B8E9-000D3A66FD6F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-31;320893EB-72C0-EE11-9079-6045BD8C5293;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-06-15;3211CE3E-062B-EF11-840A-002248896B6D;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-08-02;32124BF0-A550-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-04;321756B9-6982-EF11-AC20-7C1E524D72CC;Utenze domestiche;Dichiarazione di occupazione;3;;3;5
2024-03-08;321AB444-43DD-EE11-904C-6045BD8C54CB;Utenze domestiche;Dichiarazione di cessazione;1;Altro;4;10
2024-04-17;321F517C-91FC-EE11-A1FF-6045BD8C5838;Utenze domestiche;Dichiarazione di cessazione;4;;3;6
2024-03-24;327AC4E4-D0E9-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-04-19;3290A12A-28FE-EE11-A1FE-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-06-17;3293C7DF-DC2C-EF11-840A-7C1E522652BC;Utenze non domestiche;Dichiarazione di cessazione;3;;3;6
2024-11-12;32D1C5A6-0AA1-EF11-8A69-7C1E52294F4B;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-09-25;32E070E4-8B7B-EF11-AC20-000D3A2EEDEE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-27;33476BCE-9F34-EF11-8409-6045BD996853;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-11-27;33886666-E1AC-EF11-B8E8-7C1E525ED00F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-12;338C3649-D9A0-EF11-8A69-000D3A4A1785;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-31;3397778D-6DC0-EE11-9079-6045BD8C5AA8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-15;3399FF46-00E3-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-01;33A85F12-E507-EF11-9F8A-6045BDF57BBC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-15;33B0DEAF-A8E2-EE11-904C-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-12;33B402B0-A3F8-EE11-A1FD-6045BD940C6B;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-03-18;33C00E64-68E5-EE11-904C-000D3ABBF4A7;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-08-01;33D8E7FE-E94F-EF11-BFE2-000D3A2CCC5A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-12;33E0985D-8BC9-EE11-9079-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-08-02;33F7A9C3-B150-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-10-20;3406A13D-038F-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-05-01;340DA213-9C07-EF11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-11-28;341A1054-A4AD-EF11-B8E9-002248859B86;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;7
2024-02-28;341DEA23-2ED6-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-07;34244C36-78DC-EE11-904B-6045BD9F83BF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-07;34403885-82B4-EF11-B8E8-7C1E5252B879;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-02;3459468C-14F1-EE11-904B-6045BD9250CC;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;3;;3;7
2024-11-15;345D3B3D-2EA3-EF11-8A69-000D3A4A1785;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-07-23;346211F9-C148-EF11-BFE2-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-16;346305CE-73E3-EE11-904D-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-03;3464891B-9581-EF11-AC21-6045BDF4FB0F;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-06-21;346CA5C7-DB2F-EF11-840A-7C1E5212B3D5;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
